customer_hash_id,wallet_hash_id
bf150af5-4ebb-4c54-87a9-ec287a7e0eb2,5480e54a-d18e-4773-a663-3fa7c1a3937f
cd284b4b-85fc-4695-8741-11318e71e129,bb5fcc5f-1d6e-4aa8-8c01-98d2dd852d5c
a8a3a0be-a18e-46a6-96bf-8dc79214ecc0,c4f3df6f-c990-4d45-a257-393bc8f7a72a
eea9d4fe-70d5-49ac-9ec1-df21d6df6f28,15a1820f-7881-4e8a-909f-1862f30d2b30
c66a1d2e-14e0-4a5d-8a5e-6f9239c243d1,768b54fb-318b-4193-b4ef-929b362b6283
