datetime,funding_rate
2023-12-28 02:16:01+00:00,0.9533853633695315
2023-12-28 09:13:43+00:00,1.1670810467167991
2023-12-28 16:09:17+00:00,1.9047596373474416
2023-12-28 23:15:37+00:00,0.48679565232710265
2023-12-29 06:22:25+00:00,0.6705629716646055
2023-12-29 13:23:52+00:00,0.7725327045123227
2023-12-29 20:24:33+00:00,0.8342687827332956
2023-12-30 03:32:52+00:00,0.6896725858169078
2023-12-30 10:31:51+00:00,0.7034537874073358
2023-12-30 17:32:19+00:00,0.6857878324265795
2023-12-31 00:45:44+00:00,0.7009127987963053
2023-12-31 07:44:11+00:00,0.6859820806216818
2023-12-31 14:40:14+00:00,0.6687078822848742
2023-12-31 21:49:25+00:00,0.6790925439964353
2024-01-01 04:59:12+00:00,0.6630351932713647
2024-01-01 11:55:11+00:00,0.6822090874806226
2024-01-01 18:50:54+00:00,0.7115023817362943
2024-01-02 01:51:17+00:00,0.7095245806904733
2024-01-02 08:47:47+00:00,0.6759749072406839
2024-01-02 15:42:28+00:00,0.6875979794067075
2024-01-02 22:40:57+00:00,0.7487565725528009
2024-01-03 05:35:45+00:00,0.6386731856808395
2024-01-03 12:30:22+00:00,-0.04898667282473982
2024-01-03 19:26:44+00:00,0.6558858553936192
2024-01-04 02:35:17+00:00,0.4948976977430071
2024-01-04 09:32:25+00:00,0.37602322457969056
2024-01-04 16:28:26+00:00,0.3052824463241102
2024-01-04 23:37:35+00:00,0.4973528948658934
2024-01-05 06:39:48+00:00,0.2661797703126894
2024-01-05 13:37:45+00:00,0.22955616383884206
2024-01-05 20:42:24+00:00,0.14923023578990718
2024-01-06 04:06:16+00:00,0.13255535122965015
2024-01-06 11:14:38+00:00,0.10274380404727751
2024-01-06 18:16:18+00:00,0.08560672565605407
2024-01-07 01:49:01+00:00,0.05356446513908813
2024-01-07 09:13:46+00:00,0.026375515207552575
2024-01-07 16:19:41+00:00,0.01740448124942932
2024-01-07 23:46:02+00:00,0.11428424642711141
2024-01-08 07:02:41+00:00,0.13959829459157697
2024-01-08 14:04:58+00:00,0.21476375741527032
2024-01-08 21:04:56+00:00,0.3067296264327613
2024-01-09 04:11:30+00:00,0.3316459125047108
2024-01-09 11:07:09+00:00,0.3628724513457216
2024-01-09 18:02:27+00:00,0.18484063657569522
2024-01-10 01:06:55+00:00,0.17108187357312443
2024-01-10 08:09:51+00:00,0.10485769719313268
2024-01-10 15:07:54+00:00,0.04297524344058046
2024-01-10 22:07:52+00:00,0.12858789447536062
2024-01-11 05:08:19+00:00,0.006292447441423588
2024-01-11 12:05:25+00:00,0.07387588279473008
2024-01-11 19:04:21+00:00,0.07607516003521568
2024-01-12 02:11:55+00:00,0.07932059731325268
2024-01-12 09:15:14+00:00,0.16568912400792163
2024-01-12 16:13:41+00:00,0.29739442461480653
2024-01-12 23:20:24+00:00,0.23792136684322673
2024-01-13 06:28:58+00:00,0.32457698370762655
2024-01-13 13:39:13+00:00,0.3365863571644244
2024-01-13 20:49:53+00:00,0.34805512439332054
2024-01-14 04:20:22+00:00,0.4409894337358688
2024-01-14 12:01:57+00:00,0.25050923755498017
2024-01-14 19:25:35+00:00,0.23756840169940535
2024-01-15 02:40:41+00:00,0.2531315937479854
2024-01-15 09:55:24+00:00,0.4179351247854278
2024-01-15 17:02:33+00:00,0.2621416503616101
2024-01-16 00:28:55+00:00,0.2530459472392753
2024-01-16 08:02:56+00:00,0.40248401374828613
2024-01-16 15:18:02+00:00,0.2389752960738809
2024-01-16 22:38:25+00:00,0.437157234457457
2024-01-17 06:13:21+00:00,0.26750769555086257
2024-01-17 13:24:35+00:00,0.24410324038572379
2024-01-17 20:34:48+00:00,0.18667823258030514
2024-01-18 03:57:51+00:00,0.37518318290947134
2024-01-18 11:14:56+00:00,0.39938534798820363
2024-01-18 18:26:49+00:00,0.22786266018014367
2024-01-19 01:59:12+00:00,0.19102338096426638
2024-01-19 09:06:54+00:00,0.35838353476094303
2024-01-19 16:11:20+00:00,0.15421198935415603
2024-01-19 23:21:24+00:00,0.12701248531531575
2024-01-20 06:21:34+00:00,0.2574953674183281
2024-01-20 13:24:30+00:00,0.07510255741869508
2024-01-20 20:32:54+00:00,0.04330524802749205
2024-01-21 03:44:00+00:00,0.27119690230070703
2024-01-21 11:00:03+00:00,0.3050561464593932
2024-01-21 18:08:25+00:00,0.29868790329192674
2024-01-22 01:37:34+00:00,0.2524846592855461
2024-01-22 08:45:32+00:00,0.07126847606740698
